Date,Commit,Downstream Project,Author,Subject
2018/03/02,c03c5b28a4d5630d31a0e7b5e25a6e3e1ad7cd2d,platform/frameworks/opt/telephony,fake_hU45DTr0Q32jOE7_UuGS-Q@fakeemail.com,Fixed incorrect time zone when the device is on IWLAN
2018/03/02,7c29cabeb38ae8cb4f5764c2dc0a768de22d2f92,platform/frameworks/opt/telephony,fake_TtGwor2oSAOeKDMjMsehrg@fakeemail.com,support locale change for notification channels
2018/03/02,e6265b3ac109f5ec88113c8b210e51c5f85e6914,platform/frameworks/opt/telephony,fake_hU45DTr0Q32jOE7_UuGS-Q@fakeemail.com,Added indication update mode support
2018/03/02,79de4402e6be40cbe9cef27d8378645957e4ec88,platform/frameworks/opt/telephony,fake_1fUW3H2BRIK7XdJqX0umPA@fakeemail.com,Enhance logic for determining if answering call will disconnect fg call.
2018/03/02,99e00ea846baea00e54d9d8c61b457a22a282cb7,platform/frameworks/opt/telephony,fake_hU45DTr0Q32jOE7_UuGS-Q@fakeemail.com,Consolidated all data allow/disallow logic into one method
2018/03/02,516010d13181808ca8205316a419b615e5a9fe5e,platform/frameworks/opt/telephony,fake_phr0dIDvRluNdCHeVRZVxw@fakeemail.com,fake_rQy9Ump5TSGAqdtJRhBEuA@fakeemail.com,74da2b4a09ab735c7538cf1610fa302135c4ec1b,platform/frameworks/opt/telephony,fake_vEW7hN38TNedtDJHcdiq0Q@fakeemail.com,Move Carrier filter to a separate class.
2018/03/02,ef5867a3d255d46160d21af3a2140ca58227c4e5,platform/frameworks/opt/telephony,fake_hU45DTr0Q32jOE7_UuGS-Q@fakeemail.com,Fixed database not closed after use
2018/03/02,d60a877c59822d2157b8af86f2c3834b04011051,platform/frameworks/opt/telephony,fake_-eOdLLwbSJWKOChe7FeNSQ@fakeemail.com,Convert RIL java side to HIDL client.
2018/03/02,a21232c2c1956555bad5832d78f0526d7962b197,platform/frameworks/opt/telephony,fake_hU45DTr0Q32jOE7_UuGS-Q@fakeemail.com,Combined setLinkProperties in DataConnection and DataResponse
2018/03/02,f9339819516dbe67fb8fcef846a0ae4441ef17bd,platform/frameworks/opt/telephony,fake_4wcM2I_rR7eCuZa5k_UyuQ@fakeemail.com,Refactor code incompatible with Mockito 2.7.13
2018/03/02,b34891e1c8e1b6645b2e997ff7462fa93175207d,platform/frameworks/opt/telephony,fake_zMZRol1DRtSJYmyj7aHmLA@fakeemail.com,Fix lost query sim status in UiccController when device is unencrypted.
2018/03/02,0d5e6cc0fdfb839d63abe1e7eb85eee1b5942108,platform/frameworks/opt/telephony,fake_TtGwor2oSAOeKDMjMsehrg@fakeemail.com,Fix airplane mode doesnt persist cross boot-up
2018/03/02,4be10a245ce355d84d70e61cb63d29ed525b478a,platform/frameworks/opt/telephony,fake_Ct_fEv-JS0mKpM2j9VzS8w@fakeemail.com,Keep ConnectivityServiceMock in sync with reality.
2018/03/02,c17ddea719eff14bfa441b78ff7f9264b8f41108,platform/frameworks/opt/telephony,fake_EPAJDWu2Taq6T9DsvTx2cg@fakeemail.com,EuiccCard #2 (getAllProfiles)
2018/03/02,80c5a22a62e3ca73a17836681e6eb2e6fbf9d7fc,platform/frameworks/opt/telephony,fake_OeNxAWuMSAmKNd65TXZVjA@fakeemail.com,Allow broadcast receivers to receive SMS_REJECTED_ACTION.
2018/03/02,444c570f0beab900e6c45f4270ab52c46a4c2d7f,platform/frameworks/opt/telephony,fake_zOvHBH_zRDiDBfvTl3ZBuA@fakeemail.com,Move SMS_RECORD_LENGTH to SmsManager
2018/03/02,7152d901c51e288759259ae3e482bb5fe1c23173,platform/frameworks/opt/telephony,fake_qrJWJZkBTpuXNYo0vInwxg@fakeemail.com,Modifications to support ImsResolver and adds Tests
2018/03/02,da70560d7b8cebfd3c5d3b58a343c6b2159a6d49,platform/frameworks/opt/telephony,fake_1fUW3H2BRIK7XdJqX0umPA@fakeemail.com,Handle SIP 380 code mapped from the modem.
2018/03/02,ffac118f2399d342c4ca4ddb5167667e52db5adf,platform/frameworks/opt/telephony,fake_zE1hROR-Q3erPr7t3EygUQ@fakeemail.com,Enhance network scan request
2018/03/02,226f2f36139db0d9e29d1855e96993fc9f4653da,platform/frameworks/opt/telephony,fake_TtGwor2oSAOeKDMjMsehrg@fakeemail.com,handle NPE for findAppRequestInfoSmsIntentLocked
2018/03/02,12419e8e09902972736b3d63cd6f11ff0fb1801b,platform/frameworks/opt/telephony,fake_-eOdLLwbSJWKOChe7FeNSQ@fakeemail.com,Add more debugging logs for NITZ in dumpsys output.
2018/03/02,00ed9996a174af7a815c57060393cd162258fd68,platform/frameworks/opt/telephony,fake_hU45DTr0Q32jOE7_UuGS-Q@fakeemail.com,Handled IPv4 without prefix length correctly
2018/03/02,b50e68e3f36c75d03de4fc1ba64be82e01ce4e0e,platform/frameworks/opt/telephony,fake_TtGwor2oSAOeKDMjMsehrg@fakeemail.com,fix TelephonyNetworkFactory unit test failure
2018/03/02,bc21e32fa195500e27188c483f61185ac1f66553,platform/frameworks/opt/telephony,fake_phr0dIDvRluNdCHeVRZVxw@fakeemail.com,Remove/Modify some logs in SubscriptionController to prevent log flood.
2018/03/02,2d4f7c72eb95807a2235068dde9c4c98cda2f626,platform/frameworks/opt/telephony,fake_jaEaygBtT1yC3kDhg8-8rA@fakeemail.com,Support different SIM power states
2018/03/02,cbda17a8341b84d5a6910dccca9ff87be22a0ee2,platform/frameworks/opt/telephony,fake_hU45DTr0Q32jOE7_UuGS-Q@fakeemail.com,Extend apn retry configurability to more apn types
2018/03/02,0a2c99b130f4c0a15cbb56749570d5a780f254a2,platform/frameworks/opt/telephony,fake_3tmQfTFlTuSPx0hOOtWKrgfake_-pRe7HvfTh-7H5fXuvLrzQ@fakeemail.com,Add API EuiccController#startOtaUpdatingIfNecessary
2018/03/02,ce32bfe78ca1e8e30f30c04457ce8c700086f769,platform/frameworks/opt/telephony,fake_OeNxAWuMSAmKNd65TXZVjA@fakeemail.com,Change to use new slot related RIL APIs.
2018/03/02,e41c3cd566ccbe92c6880f4ef3be8612f42d0340,platform/frameworks/opt/telephony,fake_hU45DTr0Q32jOE7_UuGS-Q@fakeemail.com,Fixed DeviceStateMonitor unit tests
2018/03/02,33290100c702ea8a1d4fcede360fc81e81bfccb2,platform/frameworks/opt/telephony,fake_1fUW3H2BRIK7XdJqX0umPA@fakeemail.com,Fire connection events when call is remotely held and unheld.
2018/03/02,4d2b59a18c1f93903fc8bfaeadf922276eec394c,platform/frameworks/opt/telephony,fake_qrJWJZkBTpuXNYo0vInwxg@fakeemail.com,Adds ACCESS_CLASS_BLOCKED DisconnectCause
2018/03/02,ce55e28db34cb2c38649693b64cb0223d045febf,platform/frameworks/opt/telephony,fake_imixVBnbSN-NGNVdvb9Big@fakeemail.com,Fix dial emergency call redial issue by China Unicom.
2018/03/02,f0e497e8cf789cf47bd60a68ac12e5e22dbbe855,platform/frameworks/opt/telephony,fake_Vxf3zLfMQX664t0eQibEJA@fakeemail.com,Disable a phone number log for user build
2018/03/02,b2f5a5654299f65bd91e7f478c46f629e9416939,platform/frameworks/opt/telephony,fake_EPAJDWu2Taq6T9DsvTx2cg@fakeemail.com,EuiccCard #1
2018/03/02,ca4cfab7c5e33f7f351682638be93f3e5714710c,platform/frameworks/opt/telephony,fake_pbGzRTA0Qfy8jxY1f3dViQ@fakeemail.com,Adding more ImsManager test.
2018/03/02,68b934aacdaff2a2688172cfb3e20135d72034e3,platform/frameworks/opt/telephony,fake_hU45DTr0Q32jOE7_UuGS-Q@fakeemail.com,Fixed the default value of telephony proto.
2018/03/02,4a39e21efe21028b97aa0545702f5c405cc44cf4,platform/frameworks/opt/telephony,fake_zE1hROR-Q3erPr7t3EygUQ@fakeemail.com,Expose api to retrieve wakelock information per client
2018/03/02,89de1e99927618edb2df58b62a7a2850748d0f13,platform/frameworks/opt/telephony,fake_OeNxAWuMSAmKNd65TXZVjA@fakeemail.com,Add DUN as a NetworkCapability if current APN is the DUN APN as well.
2018/03/02,9c2f83fb889781ff2c0cd284fa5e8387bee39592,platform/frameworks/opt/telephony,fake_f2mXEk3UQxGwGvgR4p3Ilg@fakeemail.com,Break the for loop searching after removing the item
2018/03/02,4fdc57b9bf223c908474c4545cc6f63456117a3b,platform/frameworks/opt/telephony,fake_-eOdLLwbSJWKOChe7FeNSQ@fakeemail.com,Fix crash in ApnContext after EVENT_DISCONNECT_DONE event in DcTracker.
2018/03/02,b5d0285b3ca934e2ad7f7e427140588f7f0c786a,platform/frameworks/opt/telephony,fake_4wcM2I_rR7eCuZa5k_UyuQ@fakeemail.com,Prepare for removal of legacy-test from default targets
2018/03/02,2f9f55d539817926542b7db63a41d76badded853,platform/frameworks/opt/telephony,fake_1fUW3H2BRIK7XdJqX0umPA@fakeemail.com,Drop video calls when data is disabled.
2018/03/02,d71af3fb18a6bf51e6aa346849c968fad511d610,platform/frameworks/opt/telephony,fake_OeNxAWuMSAmKNd65TXZVjA@fakeemail.com,Delete unused code.
2018/03/02,74c8509aede6fe748904e75c156049b4f1ba5e28,platform/frameworks/opt/telephony,fake_cW0tEE5eR5aBcrQyDQDvag@fakeemail.com,Include subaddress information for connection address
2018/03/02,0012abc0db410ba41a198fc5bbcaae77b60ace51,platform/frameworks/opt/telephony,fake_OeNxAWuMSAmKNd65TXZVjA@fakeemail.com,Exception and death notification handling for IRadio.
2018/03/02,58faca0eff9420e72a42cd1e272c5c3806d00a70,platform/frameworks/opt/telephony,fake_OeNxAWuMSAmKNd65TXZVjA@fakeemail.com,Fix in TelephonyTest to use correct reflection.
2018/03/02,32cc74b9ec7397e995f4e2275315c6f79d1e43fd,platform/frameworks/opt/telephony,fake_x4llZxSoRwSBct5aROfwqg@fakeemail.com,Track the calling user id in SmsTracker
2018/03/02,4b4d80db8a8d447d3c1110831c2a821a2bd2a186,platform/frameworks/opt/telephony,fake_7J8c4AdZQduj5Zo2J3QebQ@fakeemail.com,Add support for UNSOL PCO Data.
2018/03/02,1975a56df2d74f83ba2c18eb5da43086d4c924e8,platform/frameworks/opt/telephony,fake_pbGzRTA0Qfy8jxY1f3dViQ@fakeemail.com,Fix bug that sPhones is not mocked in test.
2018/03/02,9b275d12d3aec866953db8e2a2db18d3c8416e50,platform/frameworks/opt/telephony,fake_hU45DTr0Q32jOE7_UuGS-Q@fakeemail.com,Moved implicit intents into explicit intents
2018/03/02,046235e5f97ce065da90ef5f83e1277937b90939,platform/frameworks/opt/telephony,fake_qwtxvmcnSyiuWdcxdk0ItA@fakeemail.com,Mark some RIL test case as FlakyTest
2018/03/02,3fd2f3abe4db925d6f8b2a1db4316c71c30af493,platform/frameworks/opt/telephony,fake_2KtGrgShRoKqajTfFmZ0aQ@fakeemail.com,Add iccid support for mvno data
2018/03/02,3aacd593336511b98f6244718b870401f901dd9b,platform/frameworks/opt/telephony,fake_PNKoS4VGRO65-23fnHB_PQ@fakeemail.com,Point to the new checkstyle location for PREUPLOAD hook.
2018/03/02,0564aa1e24499a49d19fdf27a28fba2b8f960a4b,platform/frameworks/opt/telephony,fake_eZA0VgdzRF66glKBADqgbw@fakeemail.com,Show error code in WFC error messages.
2018/03/02,5470a3b34b58cd7a5ce0bde9820b2f5f64bc5820,platform/frameworks/opt/telephony,fake_qrJWJZkBTpuXNYo0vInwxg@fakeemail.com,Integrates ImsResolver into telephony
2018/03/02,b28c5032df156085a756294fad35e5c15aa247e8,platform/frameworks/opt/telephony,fake_uFctNzHTQnuojKLsAHgi0g@fakeemail.com,"Use PLMN instead of SPN override for Rogers, DTAG and Telstra"
2018/03/02,31f9f5a808530b18a9e5e562db94f34a75af0cc6,platform/frameworks/opt/telephony,fake_vkiasgbHREidbWi5gipHtw@fakeemail.com,Add more tests around time / time zone detection
2018/03/02,e200adbf2e05c26640fa65e49dd456b732788d90,platform/frameworks/opt/telephony,fake_OeNxAWuMSAmKNd65TXZVjA@fakeemail.com,Fix for properly setting SIM lock state.
2018/03/02,b2a8b88ff6ee032bea26eb69cca72e432a7918f9,platform/frameworks/opt/telephony,fake_zXHDphCzT7-Xgjh80dTE1Q@fakeemail.com,Reduce logspam in carrier privilege status check.
2018/03/02,aed3107f7735394f1a08f7a03749f4788012571d,platform/frameworks/opt/telephony,fake_1fUW3H2BRIK7XdJqX0umPA@fakeemail.com,Add support for wildcard reason code remapping.
2018/03/02,e9382711a69df42919f9cf301784be0651f9dc45,platform/frameworks/opt/telephony,fake_E4wu_2FhQcCPU6r_xshudw@fakeemail.com,Handle OPERATOR_DETERMINED_BARRING failure.
2018/03/02,4a424775eab77d5f9a805ef56eca2e526038f0a1,platform/frameworks/opt/telephony,fake_qrJWJZkBTpuXNYo0vInwxg@fakeemail.com,Modifications to support ImsResolver and adds Tests
2018/03/02,16ebf27f93b3c8c5aaf4aa6a169a63a2dae5f436,platform/frameworks/opt/telephony,fake_eZA0VgdzRF66glKBADqgbw@fakeemail.com,Don't dial non-emergency CS voice call in airplane mode
2018/03/02,d2520e28daddb2e1f827acf1763afa814cd70cc5,platform/frameworks/opt/telephony,fake_vkiasgbHREidbWi5gipHtw@fakeemail.com,Deflake ServiceStateTracker test and others
2018/03/02,0ef065b1f452063d6f5ad717d8d90f059ffcd6ec,platform/frameworks/opt/telephony,fake_OeNxAWuMSAmKNd65TXZVjA@fakeemail.com,Do not call getService() on wifi-only device.
2018/03/02,e2be13c62d7f340a6560c61e2e925d8608f1024c,platform/frameworks/opt/telephony,fake_BqbuCBS2TE--tMoLEjBazA@fakeemail.com,Adjust the logic of constructing the Parcel in convertHalCellInfoList.
2018/03/02,a986d707dcd3b929fad660faa749c6727b682aa0,platform/frameworks/opt/telephony,fake_zOvHBH_zRDiDBfvTl3ZBuA@fakeemail.com,Disable IccCardProxyTest.testAppReady
2018/03/02,dc652e245b138b700a4199591ed8d9211fde91f3,platform/frameworks/opt/telephony,fake_OeNxAWuMSAmKNd65TXZVjA@fakeemail.com,Determine the state to be broadcast in just one place.
2018/03/02,7330a5581f13a7a56c781201e70686437f5e2c3a,platform/frameworks/opt/telephony,fake_hU45DTr0Q32jOE7_UuGS-Q@fakeemail.com,Added cellular data service
2018/03/02,468e5725d5fcc44672c074e166e8ce05e8e9a151,platform/frameworks/opt/telephony,fake_phr0dIDvRluNdCHeVRZVxw@fakeemail.com,ECBM SystemProperty cleanup
2018/03/02,649d6ef94525802e2911d4063431e3207e452810,platform/frameworks/opt/telephony,fake_6Cst4MhTTM-zGlNMuDaRUw@fakeemail.com,Fix VisualVoicemailSmsFilter NPE on invalid SmsMessage
2018/03/02,f4bc554b7d6dcb618356d09848688bfbca3ed952,platform/frameworks/opt/telephony,fake_vkiasgbHREidbWi5gipHtw@fakeemail.com,Fix broken telephony tests
2018/03/02,504efb8bb7ecb120ee0ea38d60b0ad4dafd40cab,platform/frameworks/opt/telephony,fake_vSKo__DeTqC5TKA21jo3JQ@fakeemail.com,Remove APDU or AID exchanged in communication with applet in SE
2018/03/02,e1346966c9c17871a999c88cdd2761bc51c5b761,platform/frameworks/opt/telephony,fake_OeNxAWuMSAmKNd65TXZVjA@fakeemail.com,Clear calling identity in SmsNumberUtils.needToConvert()
2018/03/02,e2b25c138d61072f3532c69110c3713006dabf20,platform/frameworks/opt/telephony,fake_1fUW3H2BRIK7XdJqX0umPA@fakeemail.com,Ensure emergency calls dialed over IMS use CLIR suppression.
2018/03/02,ec15d7bd04fc3e6cba2cc6645184c5f47c55aea8,platform/frameworks/opt/telephony,fake_OeNxAWuMSAmKNd65TXZVjA@fakeemail.com,Update ECBM system property early to reduce race condition window.
2018/03/02,7444a9e9a16749d4653e6038ec81d06f65d0eb85,platform/frameworks/opt/telephony,fake_zXHDphCzT7-Xgjh80dTE1Q@fakeemail.com,Fix minor issues in UiccCarrierPrivilegeRules.
2018/03/02,ae6e8f99bdb297f906d6dcdc0a385ba27eee47fd,platform/frameworks/opt/telephony,fake_hU45DTr0Q32jOE7_UuGS-Q@fakeemail.com,Fixed file descriptor leak in telephony unit tests
2018/03/02,d06d599321a587f0c697bda4c791a5f3618479d1,platform/frameworks/opt/telephony,fake_pbGzRTA0Qfy8jxY1f3dViQ@fakeemail.com,Add NetworkRegistrationState into SS's list.
2018/03/02,f87876483d4ef762a8cd46307aec37e5c2907ef7,platform/frameworks/opt/telephony,fake_TtGwor2oSAOeKDMjMsehrg@fakeemail.com,reset carrier actions on sim loaded
2018/03/02,77a1f167b962ceaf7972d246f4c23e17772d1c69,platform/frameworks/opt/telephony,fake_TtGwor2oSAOeKDMjMsehrg@fakeemail.com,scrub pii in imsphoneconnection + code cleanup
2018/03/02,c58281f18e760c39c2fedba61453eae7bfdda349,platform/frameworks/opt/telephony,fake_l6INRjnmTC6E8R-Z81u5ng@fakeemail.com,Fix issue that a calling name appeared in adb log
2018/03/02,022a5af455c8456952726ed906efeb47ce895550,platform/frameworks/opt/telephony,fake_-eOdLLwbSJWKOChe7FeNSQ@fakeemail.com,Disable voice call barring notification for VZN.
2018/03/02,a18eb87506359758fb67899525d0737d98923b8d,platform/frameworks/opt/telephony,fake_-eOdLLwbSJWKOChe7FeNSQ@fakeemail.com,Register for EVENT_RESTRICTED_STATE_CHANGED irrespective of phone type.
2018/03/02,ed77f7847ae02b52a068cc4248987d1511328731,platform/frameworks/opt/telephony,fake_jaEaygBtT1yC3kDhg8-8rA@fakeemail.com,Support different SIM power states
2018/03/02,f7dc5ac00bf6b0a82ba7ba5711d394191392eb15,platform/frameworks/opt/telephony,fake_zOvHBH_zRDiDBfvTl3ZBuA@fakeemail.com,Remove newFromRil() function to a utility class
2018/03/02,e20f8c78a7fdc3a5530499b12aeced9ca851c8c6,platform/frameworks/opt/telephony,fake_BqbuCBS2TE--tMoLEjBazA@fakeemail.com,Add unit test for CellIdentity.
2018/03/02,19f7a93c6dc642457ae1c2ce4eab10a7abf97755,platform/frameworks/opt/telephony,fake_1fUW3H2BRIK7XdJqX0umPA@fakeemail.com,Filter invalid handover requests.
2018/03/02,b106d4b199e84a5a8f6f0309c86f2fab6fdd4816,platform/frameworks/opt/telephony,fake_jNvXQFwtRu6mhP8JGYOYtA@fakeemail.com,Fix potential hang in getIccSimChallengeResponse
2018/03/02,ad7647e78288747bd50ff5a8ad33dd39ddc2c9a4,platform/frameworks/opt/telephony,fake_BqbuCBS2TE--tMoLEjBazA@fakeemail.com,Migrate flag config_telephony_use_own_number_for_voicemail to Carrier Config.
2018/03/02,c39c5bf3b6b73b5e812d7761af5b5656f55be1f1,platform/frameworks/opt/telephony,fake_Ct_fEv-JS0mKpM2j9VzS8w@fakeemail.com,Add stub of avoidUnvalidated() to ConnectivityServiceMock.
2018/03/02,953d76b6865b1f76c6fadbbd69898fe064b6c157,platform/frameworks/opt/telephony,fake_zXHDphCzT7-Xgjh80dTE1Q@fakeemail.com,Implement eUICC error resolution.
2018/03/02,71c7fa3b17048d6a83d2a96b2e10ba655796a5bd,platform/frameworks/opt/telephony,fake_sbWss-DSS6KaEghLsPtVuA@fakeemail.com,MSIM:Fix sim state change intent broadcasted for both slots.
2018/03/02,3c09fb7eec26ecb5e3b684d7e3f25c9df142775b,platform/frameworks/opt/telephony,fake_zOvHBH_zRDiDBfvTl3ZBuA@fakeemail.com,NATT Keepalive Unit Test
2018/03/02,28dcffcfdf04b4f5fa16f78219278987febc68e3,platform/frameworks/opt/telephony,fake_GtDx2l83TDKidt6pa3NnLw@fakeemail.com,Parse ATR in the UiccSlot
2018/03/02,ea172968e6279b997e13c93efb842ac7e7fc9d7d,platform/frameworks/opt/telephony,fake_OeNxAWuMSAmKNd65TXZVjA@fakeemail.com,Clean up calls gracefully on phone type switch.
2018/03/02,99e19978cae47c5a31c28240d2fc899857bc0ff0,platform/frameworks/opt/telephony,fake_xysYyVm5SHu5uhVcxl7z5g@fakeemail.com,MSIM: Consider phone count value while creating UiccSlot objects
2018/03/02,0a22399222ad0874fc68adc34d7622b6e3d6da6f,platform/frameworks/opt/telephony,fake_-eOdLLwbSJWKOChe7FeNSQ@fakeemail.com,Add unit test for TelephonyHistogram class
2018/03/02,21e6af8d6197a071d025733fffeffc157d0085bc,platform/frameworks/opt/telephony,fake_TtGwor2oSAOeKDMjMsehrg@fakeemail.com,support carrier specific initial value of data_roaming
2018/03/02,0b2cb51616a53ae46a96ca6cb816dfc39921dc3e,platform/frameworks/opt/telephony,fake_GtDx2l83TDKidt6pa3NnLw@fakeemail.com,Use Bundle for inter-process message
2018/03/02,d05beef2022bd91f10a3abfb908d9cb2f24c31f0,platform/frameworks/opt/telephony,fake_sWLidFamRHqSsaot4tXdFA@fakeemail.com,EF_SDN and EF_EXT3 under DF_ADF shall be selected for USIM application
2018/03/02,c2d4cafae266d7d71d02c935a4015645c50566d4,platform/frameworks/opt/telephony,fake_i9UfXm-pRD2q72IEFjG0Yw@fakeemail.com,De-flake ImsRttHandlerTest
2018/03/02,9fea8a3dfa6ed302ba33d77edf654f51f81ad24a,platform/frameworks/opt/telephony,fake_hU45DTr0Q32jOE7_UuGS-Q@fakeemail.com,Fixed that VT dropped when handover from LTE to IWLAN
2018/03/02,21b95cb2e85544e9cd8bf18a1acac2f15b14dc77,platform/frameworks/opt/telephony,fake_M6KEiumxTPWUTIwgYxn6lg@fakeemail.com,Make LTE signal bar thresholds customizable with carrier configuration
2018/03/02,3374f09335e5b7681af05a35dd7454b565f8bb72,platform/frameworks/opt/telephony,fake_AH9-TQoWT0-71sL8C8sPdA@fakeemail.com,fake_p39ieqt0SCemxRAAMGzpnA@fakeemail.com,6c7560e7dd28fed4ae9feb0622edba70b0f94613,platform/frameworks/opt/telephony,fake_EtN3sdgNSZGalapk1O-jdQ@fakeemail.com,Correct the value of access technology.
2018/03/02,ced725ec28e37e37a61bbfa56a931b7f12ab9db7,platform/frameworks/opt/telephony,fake_TtGwor2oSAOeKDMjMsehrg@fakeemail.com,cleanup and reset waiting apnlist on RAT change
2018/03/02,bf4c54db8d5ddaf731c643723e05cf9713071da0,platform/frameworks/opt/telephony,fake_vkiasgbHREidbWi5gipHtw@fakeemail.com,Add more tests for NitzStateMachine
2018/03/02,3176d2b5ad62bc72437c4880d7929a5d0670ade4,platform/frameworks/opt/telephony,fake_ByhJvmhORuSynICr3NCwtg@fakeemail.com,Fix getActiveSubscriptionInfoForIccId iccId comparison
2018/03/02,81cb84b8fcc47ad060dcfbc701d82f34dba3008d,platform/frameworks/opt/telephony,fake_TtGwor2oSAOeKDMjMsehrg@fakeemail.com,enable systemBlockable for roaming notification
2018/03/02,014a98a53ae59955940f96c4d17976d5abadf7b6,platform/frameworks/opt/telephony,fake_qrJWJZkBTpuXNYo0vInwxg@fakeemail.com,Initialize TestImsService with mock Context
2018/03/02,eb7465409290618ca5d7b5f8ba2ffabba2d936d9,platform/frameworks/opt/telephony,fake_1fUW3H2BRIK7XdJqX0umPA@fakeemail.com,Only update address of IMS call for incoming calls.
2018/03/02,2dd5ef8b4a36262fd75d79ec3ae7e30678aa0cc5,platform/frameworks/opt/telephony,fake_hU45DTr0Q32jOE7_UuGS-Q@fakeemail.com,Fixed the incorrect roaming override
2018/03/02,aba07fa1ac55d4f2866409f6c6bb85b66b8b3251,platform/frameworks/opt/telephony,fake_F2Bw1bKqRtWj86CyXd8_Bg@fakeemail.com,Building IMSI support for encryption.
2018/03/02,ccfe5ebaf81c1378e8dbe44e45df26b0dc462a21,platform/frameworks/opt/telephony,fake_hU45DTr0Q32jOE7_UuGS-Q@fakeemail.com,Make data call setup permanent failure configurable.
2018/03/02,bc0629bf29ed7fa9f50e75ff76e6bad46df63d01,platform/frameworks/opt/telephony,fake_OeNxAWuMSAmKNd65TXZVjA@fakeemail.com,Fix GsmInboundSmsHandler unit tests.
2018/03/02,064ab8e6614c0e7f9dea01922870d87406be7cd4,platform/frameworks/opt/telephony,fake_C-yEDNG1Qau8GBGGWt8Yhg@fakeemail.com,Extract telephony-protos target.
2018/03/02,cd4d38ca27e315d583d56cd475499796196da671,platform/frameworks/opt/telephony,fake_wjvUGB9FSAKnrUgFcrE53w@fakeemail.com,Add skeleton implementation for physical channel config indication.
2018/03/02,bbd1c7e7cf9a446a73d87f5a733289cb18378e78,platform/frameworks/opt/telephony,fake_2KtGrgShRoKqajTfFmZ0aQ@fakeemail.com,Fix to return data connection state
2018/03/02,8582f01cac98266bfd86c42e58eab3bf810328c4,platform/frameworks/opt/telephony,fake_i9UfXm-pRD2q72IEFjG0Yw@fakeemail.com,Set disable add call during video call extra from carrier config
2018/03/02,5b07a62f59800c985a89045fbdb7b91f80b6fb18,platform/frameworks/opt/telephony,fake_OeNxAWuMSAmKNd65TXZVjA@fakeemail.com,Add the UiccProfile into UiccCard
2018/03/02,92545464c47273c4d309a7473cd3aaeec764acec,platform/frameworks/opt/telephony,fake_zXHDphCzT7-Xgjh80dTE1Q@fakeemail.com,Linger the carrier service binding when privileges drop.
2018/03/02,08d3d312d13c3194d8434aeb8c92ea220f4d0e2c,platform/frameworks/opt/telephony,fake_zXHDphCzT7-Xgjh80dTE1Q@fakeemail.com,Allow carrier-privileged apps to download profiles.
2018/03/02,689189c6ddcd6b61e35f779f53fa0e18016622cf,platform/frameworks/opt/telephony,fake_-bAeuEA8QKyGY_LvPx019w@fakeemail.com,Notification for MM reject cause code
2018/03/02,231379c494dc7274ff97037c593c7e7b88d320d6,platform/frameworks/opt/telephony,fake_zE1hROR-Q3erPr7t3EygUQ@fakeemail.com,Do not log pin and puk
2018/03/02,fb41d485d74fba0504e24dd13474d4acdd75a5ef,platform/frameworks/opt/telephony,fake_BqbuCBS2TE--tMoLEjBazA@fakeemail.com,Make access rule format compatible with GP.
2018/03/02,d28d99c573c1053b9f34a91431d003237353291e,platform/frameworks/opt/telephony,fake_GtDx2l83TDKidt6pa3NnLw@fakeemail.com,Add new class AnswerToReset for ATR parsing
2018/03/02,7f121b4aa6286f3a413ef68097912fb4b5e3641d,platform/frameworks/opt/telephony,fake_F2Bw1bKqRtWj86CyXd8_Bg@fakeemail.com,Provide an API to make USSD calls and read the responses.
2018/03/02,1fa6c4bd307fbd6ff974dd213231e76ddf38129a,platform/frameworks/opt/telephony,fake_9JdI_h2dTqu9EFtamIS6YQ@fakeemail.com,Convert the fail cause to DisconnectCause.CALL_BARRED
2018/03/02,30c45c4b31efb140679e4d945199f5c4296d21cd,platform/frameworks/opt/telephony,fake_TtGwor2oSAOeKDMjMsehrg@fakeemail.com,scrub PII for voiceMail
2018/03/02,34dffd7066bcf421829e249f56288bc33735eaf4,platform/frameworks/opt/telephony,fake_-eOdLLwbSJWKOChe7FeNSQ@fakeemail.com,Move ACK_WAKE_LOCK_TIMEOUT log to verbose mode.
2018/03/02,672bd67147462b4449ca7c5bdc64bb4e8815d5e7,platform/frameworks/opt/telephony,fake_nQBC9QuiRTuHoYv1lVSt6g@fakeemail.com,Make it possible to dial an operator specific code
2018/03/02,0e71246c952c2e3b5c29dd4ce2a654f1dee07c5c,platform/frameworks/opt/telephony,fake_-7AVrH5QSZmc0ZATxXRxuA@fakeemail.com,IMS: Use proper phone to route emergency calls
2018/03/02,ce0c001931dc9befc6de8799cda4f29f5bb97a2c,platform/frameworks/opt/telephony,fake_AH9-TQoWT0-71sL8C8sPdA@fakeemail.com,Get system resources instead of phone context
2018/03/02,2ffd14a164263f7482cb53e638e963f1633a0f45,platform/frameworks/opt/telephony,fake_GtDx2l83TDKidt6pa3NnLw@fakeemail.com,Expose the update() and dispose() methods of UiccProfile
2018/03/02,d6cfc77a464b6ef2223dc35cfcf0db72ca8a51db,platform/frameworks/opt/telephony,fake_oxto2PQBSL2RbNeYvPIQ2g@fakeemail.com,Fix issue that cannot accept third incoming IMS call
